,ts,project,offer_title,goal_name,goal_id,payouts,sub1,sub2,sub3,sub4,sub5,sub6,affiliate
0,2021-09-17 17:10:53,Lime,Lime // Hybrid (new+repeat loans),Займ хороший,ff_test1,3000,09f7974e-9adc-4f4a-b4d3-100533835009,,21,,,,FINFORT
